cache_state,choice_count,classification,corrected_to_legacy_ratio,endpoint_id,input_tokens,invalidity_reasons,legacy_sse_chunk_span_output_tps_proxy,legacy_sse_chunk_span_seconds,output_tokens,post_ttft_output_tps_proxy,request_id,request_seconds,source_kind,sse_content_event_count,stream_mode,streamed_ttft_seconds,trimmed_or_winsorized,workload
not_reported_unknown,1,valid_ordinary,0.5482248113041179,gemma-4-31B-it,55,,58.07664665998848,0.06887449999339879,4,31.839058656348115,do-cell-2cad89d65ab65c818df3,0.7883620549982879,direct_breadth,3,streamed,0.6627302000124473,False,reasoning
not_reported_unknown,1,valid_ordinary,0.9664177078298867,glm-5.2,50,,205.37493220733148,0.6475960749958176,133,198.47797122952767,do-cell-bd0a53b47ea0c6dc5cb9,1.0535107050091028,direct_breadth,41,streamed,0.38341115100774914,False,reasoning
not_reported_unknown,1,valid_ordinary,0.905518459381905,deepseek-v4-flash-0731,381,,96.98887354871516,1.0929088680131827,106,87.82521535301895,do-cell-d9045c187bb70cb24964,2.0948217239929363,direct_breadth,9,streamed,0.8878790529852267,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9903435342613784,mimo-v2.5-pro,626,,31.315460389768074,1.5008561079739593,47,31.01306371942512,do-cell-614d61c7820586fe08cf,2.1271989759989083,direct_breadth,47,streamed,0.6117085870064329,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9442606844348075,arcee-trinity-large-thinking,43,,115.31910854370639,0.6677124109992292,77,108.89130036189205,do-cell-0772ba0d579a238a8dcb,2.2234054369910154,direct_breadth,104,streamed,1.516278240014799,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9447603411342318,arcee-trinity-large-thinking,330,,14.255725956278535,0.9119142749987077,13,13.468244517569833,do-cell-15535548b98be750f0ce,2.2205662910128012,direct_breadth,104,streamed,1.2553328500071075,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9582706265783135,minimax-m2.5,289,,89.27795481675723,1.2433080509945285,111,85.55244170188432,do-cell-8c8c987d990a774dc1c7,2.32775529200444,direct_breadth,111,streamed,1.0303054730175063,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9752448064980401,arcee-trinity-large-thinking,57,,89.25308112773054,1.0531849300023168,94,87.04360383376745,do-cell-c785991493fd5bdf015a,2.4161682809935883,direct_breadth,140,streamed,1.336249759013299,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9767185527364011,minimax-m2.5,297,,83.56792624264908,1.7710143909789622,148,81.62234397490252,do-cell-9b7a39ddf3f7081265ab,2.4410840469936375,direct_breadth,148,streamed,0.6278550610004459,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9864998514637254,qwen3.8-max,26,,4.216490769648542,1.6601483039848972,7,4.1595675179564555,do-cell-da4ad4d781b9204ac00d,2.450201758998446,direct_breadth,6,streamed,0.7673344970098697,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9760089093963944,qwen3.8-max,376,,13.174439521553408,0.9108546880015638,12,12.858370349340097,do-cell-aa8946cb271658a38230,2.564980145980371,direct_breadth,11,streamed,1.6317359109816607,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9755057557650763,qwen3.8-max,383,,58.03808363905676,1.6368562509887852,95,56.61648464347477,do-cell-072851094c845db61d06,2.800616149994312,direct_breadth,33,streamed,1.1226596219930798,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9751660254281413,nemotron-3-ultra-550b,413,,66.71948308952726,1.9784325940127019,132,65.06257314303438,do-cell-7ccdb928fe5ed5dbe9c6,2.9159320699982345,direct_breadth,131,streamed,0.887115906982217,False,tool_call_exact
not_reported_unknown,1,invalid_or_censored,,qwen3.8-max,23,post_ttft_interval_below_100ms_unstable_rate,,,2,,do-cell-264e7287f84ce85a2b46,0.5977237850020174,direct_breadth,1,streamed,0.5503188310249243,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9781743952547413,minimax-m2.5,49,,84.58255267006231,2.506427073996747,212,82.73648730714051,do-cell-482410a69385d292241b,3.401230438001221,direct_breadth,210,streamed,0.8388784830167424,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9181042875039778,minimax-m2.5,49,,79.96284050066686,0.6753136789775454,54,73.41422670465896,do-cell-e9bde7bb09d8886d4a3d,1.1198483299813233,direct_breadth,52,streamed,0.3842960750043858,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9086479290346169,arcee-trinity-large-thinking,45,,3.101889281819864,0.644768338999711,2,2.8185252720202945,do-cell-86875ee286ae3286dca1,1.2740452239813749,direct_breadth,75,streamed,0.5644542829832062,False,reasoning
not_reported_unknown,1,valid_ordinary,0.9657786985100222,qwen3.8-max,54,,136.03654870536164,0.6101301509770565,83,131.3812009584594,do-cell-3c450233d586f95fb707,1.0114113170129713,direct_breadth,82,streamed,0.3796618780179415,False,reasoning
not_reported_unknown,1,valid_ordinary,0.9133331773629463,arcee-trinity-large-thinking,18,,3.7877267192673973,0.5280211979988962,2,3.4594564794910205,do-cell-e51998ec9ee0f9a5b696,1.392629172973102,direct_breadth,64,streamed,0.814503674977459,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9526817090316188,deepseek-v4-flash-0731,392,,46.09575992680531,2.6683582219993696,123,43.914587346180085,do-cell-5d9b0eb156a366d63085,3.6478081319946796,direct_breadth,9,streamed,0.8469165050191805,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9785889056242465,deepseek-v4-flash-0731,54,,31.20118279301406,0.9935520779981744,31,30.533131323597697,do-cell-2fc832bdc95529a9777d,1.6211616979853716,direct_breadth,30,streamed,0.605871137988288,False,summarization
not_reported_unknown,1,valid_ordinary,0.9000721896627006,deepseek-v4-flash-0731,32758,,89.10799555538641,0.2244467499840539,20,80.20362867599084,do-cell-58b3427262527004afc9,1.645994755992433,direct_breadth,19,streamed,1.3966294800047763,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.963542810240554,nemotron-3-ultra-550b,425,,60.836909221657955,3.0573545299994294,186,58.61896647778578,do-cell-5d01675eab5e65c9b417,3.921966798021458,direct_breadth,185,streamed,0.7489323490008246,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9840687165433215,mimo-v2.5-pro,265,,33.36168030804719,3.2971960340219084,110,32.8301859224686,do-cell-b5b942491095d2176cdd,4.04982550398563,direct_breadth,107,streamed,0.6992505099915434,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9655510359731518,qwen3.8-max,373,,50.844484029542045,1.4947540810098872,76,49.0929442282447,do-cell-f0cf512551f8403fc297,4.104501850990346,direct_breadth,15,streamed,2.556417880987283,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9723285245088382,arcee-trinity-large-thinking,19,,1.7604104948366002,2.8402466439874843,5,1.7116973389743453,do-cell-03b44b84baf7e0012867,4.133622343011666,direct_breadth,438,streamed,1.2125451840111054,False,short_exact
not_reported_unknown,1,valid_ordinary,,gemma-4-31B-it,24,,,,2,2.0240497940974134,do-cell-cfae16e9a0b9a32e3be0,2.3471213169978,direct_breadth,1,streamed,1.3590033340151422,False,short_exact
not_reported_unknown,1,invalid_or_censored,,deepseek-v4-flash-0731,15,post_ttft_interval_below_100ms_unstable_rate,,,2,,do-cell-ecdc02b47619bd5eb568,0.541967007011408,direct_breadth,1,streamed,0.49674592399969697,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9785694975086641,openai-gpt-oss-120b,185,,22.483138776371042,3.602699818991823,81,22.00131381481097,do-cell-601e06a9f42a6b81032e,4.614121952996356,direct_breadth,63,streamed,0.932523632014636,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9491552769710363,nemotron-3-ultra-550b,27,,75.44793377596943,1.1133505690086167,84,71.61180448002267,do-cell-d64426bda6a92e058774,1.7545019919925835,direct_breadth,82,streamed,0.5815110219991766,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9437746393160747,deepseek-v4-flash-0731,10898,,92.67964544836619,0.28053624799940735,26,87.46869895497349,do-cell-b3324c2b13893ef272ae,0.9761816559766885,direct_breadth,25,streamed,0.6789324650017079,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9814377868320104,openai-gpt-oss-120b,189,,22.737131263002155,4.090225759980967,93,22.31507978566975,do-cell-daf20f229a84b1c805b4,4.982742772001075,direct_breadth,74,streamed,0.8151574040239211,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9617696135130707,deepseek-v4-flash-0731,66658,,82.00248716641711,1.4267859920219053,117,78.86750038915552,do-cell-b078971722bc7fe87864,4.207865979988128,direct_breadth,113,streamed,2.7243651789904106,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.7769929160126176,deepseek-v4-flash-0731,30,,86.53065703573093,0.27735834699706174,24,67.23370753468029,do-cell-5c04526a64b7be06b5f9,1.0981042700004764,direct_breadth,23,streamed,0.7411404659796972,False,coding_executable
not_reported_unknown,1,valid_ordinary,0.8897552718149531,deepseek-v4-flash-0731,358,,103.42135217632568,1.015264235000359,105,92.01969331711665,do-cell-194bf98ed42031476b8c,2.053153030021349,direct_breadth,9,streamed,0.9120929350028746,False,tool_call_exact
not_reported_unknown,1,invalid_or_censored,,gemma-4-31B-it,,,,3.864600080996752,,,do-cell-d211f5e880950d5ec2e8,4.540376897988608,direct_breadth,101,streamed,0.6240832890034653,False,controlled_output
not_reported_unknown,1,valid_ordinary,0.9199112663181529,deepseek-v4-flash-0731,368,,102.9433033582092,1.0005507559981197,103,94.698704551224,do-cell-7b6e68bbfaec65e8487f,1.6790636359946802,direct_breadth,8,streamed,0.5914035619935021,False,tool_call_exact
not_reported_unknown,1,invalid_or_censored,,qwen3.8-max,,,,2.349605534982402,,,do-cell-40ebf9fbb6e382ed53d0,3.631766136997612,direct_breadth,101,streamed,0.6558912290201988,False,controlled_output
not_reported_unknown,1,valid_ordinary,0.9569148308405621,kimi-k3,385,,36.586872735624226,5.165787231002469,189,35.01052113479503,do-cell-142e1f065760e35db828,6.437742056004936,direct_breadth,176,streamed,1.0393648289900739,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9582686726785121,kimi-k3,99,,31.36966035137664,5.196103437978309,163,30.06056278728944,do-cell-b3d802ad0d9fb6c0c27d,6.439298955985578,direct_breadth,150,streamed,1.0169121180078946,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9910924152877766,glm-5.2,63,,182.63891405045084,4.374752249015728,799,181.01204245179795,do-cell-2584afa34438be559182,4.802982034016168,direct_breadth,234,streamed,0.38891107399831526,False,summarization
not_reported_unknown,1,invalid_or_censored,,qwen3.8-max,,,,2.976782539015403,,,do-cell-ff6076695b1c6ba4ef05,4.216221553971991,direct_breadth,101,streamed,1.0685383709787857,False,controlled_output
not_reported_unknown,1,valid_ordinary,0.9097480210170524,arcee-trinity-large-thinking,34393,,8.492464439498304,1.6485202969925012,14,7.726002717391274,do-cell-f120e2108059f4070701,3.4771597310027573,direct_breadth,114,streamed,1.665097204997437,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9587950689909016,arcee-trinity-large-thinking,57,,16.08559570133817,2.1758597349980846,35,15.422789840224283,do-cell-8bd5f78dc6e9e428bac2,2.9681080460140947,direct_breadth,197,streamed,0.6987391210277565,False,summarization
not_reported_unknown,1,valid_ordinary,0.9638263792795932,kimi-k3,260,,32.90349688540792,5.774462230008794,190,31.713258268700088,do-cell-46dbb5c29f58ca37e2c2,7.280801485001575,direct_breadth,71,streamed,1.2896163979894482,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9641608189281308,deepseek-v4-flash-0731,66658,,83.22347571168936,1.2015840379754081,100,80.24081449622781,do-cell-bb9c243e3b697aa014e8,3.8021896709979046,direct_breadth,99,streamed,2.5559411050053313,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9030428296161982,arcee-trinity-large-thinking,69988,,12.20993526171756,1.1466072259936482,14,11.02609448817202,do-cell-742b5b5389b8e01e50f9,4.028017200005706,direct_breadth,134,streamed,2.7583019789890386,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9482423554800825,qwen3.8-max,39306,,5.658989551572264,2.473939891991904,14,5.36609358202006,do-cell-905484d275f53944d4b6,4.672439816989936,direct_breadth,13,streamed,2.063465562998317,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9728152069116971,qwen3.8-max,79987,,15.948104781813884,0.940550630009966,15,15.5145588531697,do-cell-d77a0f52ee1d28255c5c,4.877943322993815,direct_breadth,14,streamed,3.911109515989665,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.6863430570984846,qwen3.8-max,79987,,177.88649354073434,0.08432343401364051,15,122.09115979327744,do-cell-85e86f3191bfd0e7354a,4.417495138011873,direct_breadth,13,streamed,4.294636120001087,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.8241849982435057,gemma-4-31B-it,172,,8.101920414298663,5.801093765010592,47,6.677481262427766,do-cell-7cecb656718b2c9bfd8d,8.04438159399433,direct_breadth,9,streamed,1.0057995069946628,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.8051777002708108,deepseek-v4-flash-0731,10898,,103.5063846556631,0.12559611702454276,13,83.34103276039275,do-cell-79b99a86f828ff0dbe4f,0.6374998569954187,direct_breadth,12,streamed,0.48151426899130456,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.7134641633931094,arcee-trinity-large-thinking,69988,,11.31196130426434,1.2376279960153624,14,8.070679008282184,do-cell-95e3c3688986ae026c9b,4.602291307004634,direct_breadth,221,streamed,2.8676169399986975,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.8218843596832058,qwen3.8-max,38,,148.19247523256175,0.14170759997796267,21,121.79707761638335,do-cell-43597ee3adbfdd66d690,0.5455254520056769,direct_breadth,20,streamed,0.37310752202756703,False,coding_executable
not_reported_unknown,1,valid_ordinary,0.9250895729018417,arcee-trinity-large-thinking,11440,,6.836555183404709,2.047814963007113,14,6.324425914735734,do-cell-5d12e6437e0b3ecbc15c,4.17151150101563,direct_breadth,295,streamed,1.9578718460106757,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9262917322031727,arcee-trinity-large-thinking,40,,99.01672073135677,0.7170506099937484,71,91.71836976332627,do-cell-3acb3c1ce8a56053c8c7,1.3937997140164953,direct_breadth,96,streamed,0.6196908830024768,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.970881770803799,kimi-k3,247,,31.20140185792447,7.275314136000816,227,30.292872287382654,do-cell-44efcf0aba5610582a47,8.541205588000594,direct_breadth,124,streamed,1.0476936540217139,False,tool_call_exact
not_reported_unknown,1,invalid_or_censored,,gemma-4-31B-it,,,,3.8788182779971976,,,do-cell-9e92af31f45cdd037560,4.688624258007621,direct_breadth,101,streamed,0.7525686330045573,False,controlled_output
not_reported_unknown,1,invalid_or_censored,,qwen3.8-max,,,,0.7554571580258198,,,do-cell-625accb8e3c3820de7c0,1.2163704650010914,direct_breadth,101,streamed,0.4419506289996207,False,controlled_output
not_reported_unknown,1,valid_ordinary,0.9901845445676045,mimo-v2.5-pro,293,,22.244895610557347,6.743119977996685,150,22.02655182909363,do-cell-13961afb92e8e3f18d53,7.273897744977148,direct_breadth,147,streamed,0.463934879982844,False,reasoning
not_reported_unknown,1,valid_ordinary,0.957154115056886,arcee-trinity-large-thinking,43,,49.72220858638185,1.5687155140039977,78,47.59181655817222,do-cell-950eef670d59a370c2a3,2.2970632309734356,direct_breadth,125,streamed,0.658126000984339,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9777848085954286,nvidia-nemotron-3-super-120b,373,,17.665803808071296,8.094734978018096,143,17.273354595159386,do-cell-49dce8e4f6e8df599559,9.511338790995069,direct_breadth,139,streamed,1.2326920919877011,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9638316868897737,glm-5.2,11687,,133.14133468756705,1.9002363210020121,253,128.3258372066737,do-cell-70843d8f8a00986b28c1,2.782968615007121,direct_breadth,91,streamed,0.8114248829951975,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9858585576300061,qwen3.8-max,13074,,4.257096266627579,3.288626595021924,14,4.196894785109549,do-cell-5b69fe41c70a119fc3f2,6.221096086985199,direct_breadth,13,streamed,2.8852964739780873,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.7956535522734295,qwen3.8-max,13074,,61.19750240526628,0.2287675060215406,14,48.69201017901186,do-cell-429e45fbab0868d7a623,3.470083435997367,direct_breadth,13,streamed,3.182561931986129,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9603749397661554,arcee-trinity-large-thinking,33,,9.156481968092196,2.2934572550002486,21,8.79365581857643,do-cell-4b68343a1b52cb7b0d4c,2.946803523984272,direct_breadth,334,streamed,0.5587182460003532,False,coding_executable
not_reported_unknown,1,valid_ordinary,0.9904857612991752,qwen3.8-max,69,,6.715888763297171,5.658223556005396,38,6.651992194514975,do-cell-054c8907051623079109,6.601283195981523,direct_breadth,37,streamed,0.8887088439951185,False,summarization
not_reported_unknown,1,valid_ordinary,0.971890624215752,mimo-v2.5-pro,80226,,32.39090093439717,3.24165111099137,105,31.480412928041854,do-cell-bba63e0260ba3bb1ff03,7.176234807004221,direct_breadth,99,streamed,3.8408274780085776,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9884868059633606,openai-gpt-oss-120b,78,,9.032272955977742,5.535705159010831,50,8.92828264484368,do-cell-182d5450fc262cca36ed,6.376338899019174,direct_breadth,40,streamed,0.7761577680066694,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9423521353888279,qwen3.8-max,359,,61.04237571872272,1.1631264210154768,71,57.52341310774549,do-cell-1b12893fc083aa4c820e,5.2314963300013915,direct_breadth,14,streamed,3.9972163009806536,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.950182147378819,gemma-4-31B-it,66,,19.715814486591384,1.8259453609935008,36,18.733614946191828,do-cell-0bd98eb2dd55dc58ae90,2.6223158400098328,direct_breadth,35,streamed,0.7006365430133883,False,controlled_output
not_reported_unknown,1,valid_ordinary,0.9913224280716976,openai-gpt-oss-120b,176,,11.805300356550411,6.522493936994579,77,11.702859013571231,do-cell-43f5c75b441da9ae0614,7.098347772000125,direct_breadth,59,streamed,0.5187589800043497,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9492898763744527,qwen3.8-max,357,,55.06735026981044,1.434606887982227,79,52.27487812989704,do-cell-ae680ac6cca58e48e0db,4.836531853012275,direct_breadth,23,streamed,3.325289688014891,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9817999280764973,nemotron-3-ultra-550b,400,,64.95676243517924,1.7858032890071627,116,63.774544686941105,do-cell-d163cbef64080ac7692e,7.193567349982914,direct_breadth,115,streamed,5.374659812980099,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9931665838822851,openai-gpt-oss-120b,376,,15.96305254389919,10.900170848995913,174,15.85397036335778,do-cell-09bc4c0a2d8108e146a0,11.971343347977381,direct_breadth,164,streamed,0.9961746039916761,False,long_context_retrieval
not_reported_unknown,1,invalid_or_censored,,nemotron-3-ultra-550b,,,,9.639526640996337,,,do-cell-ea3aa54995e26304906c,10.241620934015373,direct_breadth,308,streamed,0.5229076340037864,False,controlled_output
not_reported_unknown,1,valid_ordinary,0.9943873603539148,nemotron-3-ultra-550b,58,,29.187056006704882,8.80527313001221,257,29.023239579009143,do-cell-48b47a38427216e40f6c,9.351387894974323,direct_breadth,255,streamed,0.4964149929874111,False,reasoning
not_reported_unknown,1,valid_ordinary,0.7455546667738425,deepseek-v4-flash-0731,2718,,86.43904499937399,0.16196384400245734,14,64.44503339075746,do-cell-ff136d0998ca76764ee9,0.7163792889914475,direct_breadth,13,streamed,0.49913989499327727,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.961891825096273,kimi-k3,99,,26.143065024246184,5.393399735999992,141,25.146800529782702,do-cell-327429bd2c0a8a76fed6,6.365294022980379,direct_breadth,125,streamed,0.7582188870001119,False,short_exact
not_reported_unknown,1,invalid_or_censored,,qwen3.8-max,,,,1.3177679839718621,,,do-cell-a0a1364d4ea74c32fa5f,1.8750997800088953,direct_breadth,101,streamed,0.5314944100100547,False,controlled_output
not_reported_unknown,1,valid_ordinary,0.9944919299760409,minimax-m2.5,76,,24.86018709893541,10.458489269018173,260,24.723255447585746,do-cell-ccb5e26600a01cf19c4b,10.924836940015666,direct_breadth,258,streamed,0.40842252399306744,False,reasoning
not_reported_unknown,1,valid_ordinary,0.9949329537223347,openai-gpt-oss-120b,79,,16.844670716677935,12.526216958998702,211,16.759317990624496,do-cell-87f1b654a6503f1d13de,13.490159864013549,direct_breadth,201,streamed,0.9001487359928433,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9514221432582558,gemma-4-31B-it,69,,27.405430372731786,1.6784994570189156,46,26.074133302139376,do-cell-891be330f2ae9799a72e,2.23975761802285,direct_breadth,45,streamed,0.47555708000436425,False,summarization
not_reported_unknown,1,valid_ordinary,0.993310043082884,glm-5.2,72823,,115.30609215554746,8.750621768005658,1009,114.53469936674584,do-cell-61e30bd7a99ddb9d60f3,13.839940593985375,direct_breadth,387,streamed,5.030383267003344,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9487231360669957,arcee-trinity-large-thinking,11440,,2.1283882268796344,6.577747341012582,14,2.019251153373319,do-cell-1f840e474012ad69eee9,8.200211477000266,direct_breadth,979,streamed,1.266948134987615,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9845489982348422,minimax-m2.5,66688,,70.00786578556652,4.5566308359848335,319,68.9261741277388,do-cell-bd5b0b552fdd6b987410,12.573483915010002,direct_breadth,317,streamed,7.945343676023185,False,long_context_retrieval
not_reported_unknown,1,invalid_or_censored,,gemma-4-31B-it,,,,3.922296495991759,,,do-cell-d6479ac5125f6fb7c63a,4.445807905984111,direct_breadth,101,streamed,0.4564042720012367,False,controlled_output
not_reported_unknown,1,valid_ordinary,0.729069436387787,qwen3.8-max,3257,,88.35255415257852,0.14713779499288648,13,64.41514685944185,do-cell-865d6c2ce3686ff1a245,2.661709314008476,direct_breadth,12,streamed,2.459893427003408,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.99553410270054,glm-5.2,35534,,117.9257012032713,9.963900897011627,1175,117.39905713273069,do-cell-b626a7097ca0d586d7c5,14.40332454899908,direct_breadth,466,streamed,4.39472628000658,False,long_context_retrieval
not_reported_unknown,1,invalid_or_censored,,nemotron-3-ultra-550b,,,,5.882277115015313,,,do-cell-55296cf940ba97a7fc83,11.933074017026229,direct_breadth,340,streamed,5.358829609001987,False,controlled_output
not_reported_unknown,1,invalid_or_censored,,arcee-trinity-large-thinking,55,,,13.580014612001833,,,do-cell-af324491c05f2ba404ae,14.355237377021695,direct_breadth,1589,streamed,0.47184390999609604,False,controlled_output
not_reported_unknown,1,valid_ordinary,0.9503442379755515,arcee-trinity-large-thinking,2851,,3.950094517165873,3.54421898999135,14,3.753949563847405,do-cell-1e9c9b1c05ed653f880e,5.006855298008304,direct_breadth,480,streamed,1.2774498380022123,False,long_context_retrieval
not_reported_unknown,1,valid_ordinary,0.9914696424047853,nvidia-nemotron-3-super-120b,30,,14.920761863429172,15.883907415001886,237,14.79348242914108,do-cell-b601ac9e155f7a1dc9d8,17.125265912996838,direct_breadth,213,streamed,1.1046973190095741,False,short_exact
not_reported_unknown,1,valid_ordinary,0.9855749252832722,minimax-m2.5,66688,,53.60193658000954,7.443760905996896,399,52.8287246398816,do-cell-52b1b626c099fef13016,13.752530266996473,direct_breadth,397,streamed,6.199820965004619,False,long_context_retrieval
not_reported_unknown,1,invalid_or_censored,,glm-5.2,,,,15.84549912699731,,,do-cell-5de83da34efc5a3324c3,16.369211888988502,direct_breadth,818,streamed,0.4374672989943065,False,controlled_output
not_reported_unknown,1,valid_ordinary,0.9052545672509869,glm-5.2,239,,203.4931623878305,0.4815886629803572,98,184.2131146559303,do-cell-5f6859a86f6597ac4dc9,1.0721267409971915,direct_breadth,28,streamed,0.5401342160184868,False,tool_call_exact
not_reported_unknown,1,invalid_or_censored,,arcee-trinity-large-thinking,53,,,14.426076611998724,,,do-cell-79bb198fc0e3dfba898a,15.46603481497732,direct_breadth,1612,streamed,0.6980280389834661,False,controlled_output
not_reported_unknown,1,valid_ordinary,0.8334045493634782,deepseek-v4-flash-0731,365,,120.02632138864016,0.8331505859969184,100,100.03048228865565,do-cell-ba1764c82ee308d9fc94,1.8687882070080377,direct_breadth,8,streamed,0.8690929370059166,False,tool_call_exact
not_reported_unknown,1,valid_ordinary,0.9456751078653578,gemma-4-31B-it,147,,33.76084498809115,1.125564245012356,38,31.926790725738723,do-cell-57caa94461a000d75585,2.0554907210171223,direct_breadth,7,streamed,0.8652677409991156,False,tool_call_exact
